vek;pohlavie;roky praxe;panas1;panas2;panas3;panas4;panas5;panas6;panas7;panas8;panas9;panas10;panas11;panas12;panas13;panas14;panas15;panas16;panas17;panas18;panas19;panas20;framingpoz_cas;framing pozitivny;framingneg_cas;framing negativny;1cas;1odpoved;1vyhodnotenie;2cas;2odpoved;2vyhodnotenie;3cas;3odpoved;3vyhodnotenie;4cas;4odpoved;4vyhodnotenie;5cas;5odpoved;5vyhodnotenie;6cas;6odpoved;6vyhodnotenie;7cas;7odpoved;7vyhodnotenie;8cas;8odpoved;8vyhodnotenie;9cas;9odpoved;9vyhodnotenie;10cas;10odpoved;10vyhodnotenie;11cas;11odpoved;11vyhodnotenie;12cas;12odpoved;12vyhodnotenie;13cas;13odpoved;13vyhodnotenie;14cas;14odpoved;14vyhodnotenie;15cas;15odpoved;15vyhodnotenie;16cas;16odpoved;16vyhodnotenie;17cas;17odpoved;17vyhodnotenie;18cas;18odpoved;18vyhodnotenie;19cas;19odpoved;19vyhodnotenie;20cas;20odpoved;20vyhodnotenie;21cas;21odpoved;21vyhodnotenie;22cas;22odpoved;22vyhodnotenie;23cas;23odpoved;23vyhodnotenie;24cas;24odpoved;24vyhodnotenie;25cas;25odpoved;25vyhodnotenie;26cas;26odpoved;26vyhodnotenie;27cas;27odpoved;27vyhodnotenie;28cas;28odpoved;28vyhodnotenie;29cas;29odpoved;29vyhodnotenie;30cas;30odpoved;30vyhodnotenie;31cas;31odpoved;31vyhodnotenie;32cas;32odpoved;32vyhodnotenie;33cas;33odpoved;33vyhodnotenie;34cas;34odpoved;34vyhodnotenie;35cas;35odpoved;35vyhodnotenie;36cas;36odpoved;36vyhodnotenie;37cas;37odpoved;37vyhodnotenie;38cas;38odpoved;38vyhodnotenie;39cas;39odpoved;39vyhodnotenie;40cas;40odpoved;40vyhodnotenie;41cas;41odpoved;41vyhodnotenie;42cas;42odpoved;42vyhodnotenie;43cas;43odpoved;43vyhodnotenie;44cas;44odpoved;44vyhodnotenie;45cas;45odpoved;45vyhodnotenie;46cas;46odpoved;46vyhodnotenie;47cas;47odpoved;47vyhodnotenie;48cas;48odpoved;48vyhodnotenie;49cas;49odpoved;49vyhodnotenie;50cas;50odpoved;50vyhodnotenie;51cas;51odpoved;51vyhodnotenie;52cas;52odpoved;52vyhodnotenie;53cas;53odpoved;53vyhodnotenie;54cas;54odpoved;54vyhodnotenie;55cas;55odpoved;55vyhodnotenie;56cas;56odpoved;56vyhodnotenie;57cas;57odpoved;57vyhodnotenie;58cas;58odpoved;58vyhodnotenie;59cas;59odpoved;59vyhodnotenie;60cas;60odpoved;60vyhodnotenie;61cas;61odpoved;61vyhodnotenie;62cas;62odpoved;62vyhodnotenie;63cas;63odpoved;63vyhodnotenie;64cas;64odpoved;64vyhodnotenie;65cas;65odpoved;65vyhodnotenie;66cas;66odpoved;66vyhodnotenie;67cas;67odpoved;67vyhodnotenie;68cas;68odpoved;68vyhodnotenie;69cas;69odpoved;69vyhodnotenie;70cas;70odpoved;70vyhodnotenie;71cas;71odpoved;71vyhodnotenie;72cas;72odpoved;72vyhodnotenie;73cas;73odpoved;73vyhodnotenie;74cas;74odpoved;74vyhodnotenie;75cas;75odpoved;75vyhodnotenie;76cas;76odpoved;76vyhodnotenie;77cas;77odpoved;77vyhodnotenie;78cas;78odpoved;78vyhodnotenie;79cas;79odpoved;79vyhodnotenie;80cas;80odpoved;80vyhodnotenie;81cas;81odpoved;81vyhodnotenie;82cas;82odpoved;82vyhodnotenie;83cas;83odpoved;83vyhodnotenie;84cas;84odpoved;84vyhodnotenie;85cas;85odpoved;85vyhodnotenie;86cas;86odpoved;86vyhodnotenie;87cas;87odpoved;87vyhodnotenie;88cas;88odpoved;88vyhodnotenie;89cas;89odpoved;89vyhodnotenie;90cas;90odpoved;90vyhodnotenie;91cas;91odpoved;91vyhodnotenie;92cas;92odpoved;92vyhodnotenie;93cas;93odpoved;93vyhodnotenie;94cas;94odpoved;94vyhodnotenie;95cas;95odpoved;95vyhodnotenie;96cas;96odpoved;96vyhodnotenie;97cas;97odpoved;97vyhodnotenie;98cas;98odpoved;98vyhodnotenie;99cas;99odpoved;99vyhodnotenie;100cas;100odpoved;100vyhodnotenie;PNS1;PNS2;PNS3;PNS4;PNS5;PNS6;PNS7;PNS8;PNS9;PNS10;PNS11;PNS12;REI1;REI2;REI3;REI4;REI5;REI6;REI7;REI8;REI9;REI10;REI11;REI12;REI13;REI14;REI15;REI16;REI17;REI18;REI19;REI20;REI21;REI22;REI23;REI24;REI25;REI26;REI27;REI28;REI29;REI30;REI31;REI32;REI33;REI34;REI35;REI36;REI37;REI38;REI39;REI40;cislelny kod;nalada

40;M;10;1;1;1;1;3;1;2;1;1;2;3;4;2;4;2;4;4;1;5;1;31373;b;15655;a;16599;green;true;16823;red;true;7312;green;true;6287;red;true;5800;yellow;false;5271;red;false;7136;yellow;false;8383;yellow;true;10368;yellow;false;5695;black;true;16719;yellow;true;3704;black;true;9407;yellow;false;4216;yellow;true;6536;green;true;2735;yellow;false;2120;green;true;1624;yellow;false;7024;black;true;7951;yellow;true;5304;red;true;2808;green;false;5111;red;true;4176;black;true;4376;green;true;4375;red;true;7912;yellow;true;7288;red;true;7303;green;true;2344;black;true;4920;yellow;false;3655;yellow;true;7864;red;true;4983;yellow;true;1952;green;true;5496;red;true;3800;yellow;false;5671;yellow;true;4173;yellow;false;3295;yellow;false;5968;red;true;2008;yellow;true;2272;red;false;2191;black;true;4128;green;false;3184;yellow;false;2808;yellow;true;1872;red;false;3423;yellow;true;5400;red;true;1968;yellow;false;4432;red;true;2951;yellow;false;1864;yellow;false;2448;yellow;false;2144;red;false;4008;yellow;false;1896;yellow;true;1120;yellow;false;2119;black;true;2848;yellow;true;1672;black;true;5664;yellow;false;1720;red;false;2719;yellow;false;2520;black;true;2968;yellow;false;3720;red;true;2272;black;true;5511;yellow;true;3832;red;true;1280;yellow;true;912;red;true;2720;black;true;2264;yellow;false;1072;red;true;1903;yellow;true;1200;red;true;1312;yellow;false;1384;black;true;1072;yellow;false;3072;yellow;true;3408;red;true;1064;yellow;true;1239;yellow;false;1095;red;true;1024;yellow;false;1144;yellow;true;1064;red;true;1096;yellow;false;1088;red;true;904;yellow;true;856;red;true;1376;black;true;1264;yellow;true;2752;yellow;false;1304;yellow;true;2143;red;false;2184;yellow;true;1336;red;true;2;4;6;6;3;5;3;5;6;6;6;6;6;1;6;1;6;4;1;4;5;6;6;4;3;3;5;6;1;1;6;1;2;4;3;3;4;2;6;5;3;3;3;2;6;1;2;3;3;3;4;4;9447;positive
49;M;25;1;4;2;4;5;1;1;1;4;4;2;4;2;5;1;5;5;2;4;1;3535;a;25023;a;14743;green;true;7943;red;true;3528;green;true;6679;red;true;4712;green;true;2616;green;false;8071;red;true;6000;yellow;true;4032;red;true;6039;black;true;4936;yellow;true;1664;black;true;3816;red;true;2759;yellow;true;1464;green;true;1480;black;true;1544;green;true;7240;yellow;false;1903;black;true;2472;yellow;true;9296;red;true;2912;yellow;true;5007;red;true;1584;black;true;2568;green;true;3296;red;true;3856;yellow;true;3567;red;true;1953;green;true;1359;black;true;2248;green;true;2432;yellow;true;2424;red;true;5575;yellow;true;2208;green;true;3976;red;true;1896;green;true;7671;yellow;true;3400;red;true;1640;green;true;3376;red;true;2871;yellow;true;2928;red;false;1177;black;true;2903;yellow;true;1464;green;true;2000;yellow;true;2271;yellow;true;2344;yellow;true;2096;red;true;1648;green;true;5776;red;true;1384;green;true;1896;red;true;1312;green;true;1479;yellow;true;2408;red;true;1736;yellow;true;6024;red;true;3608;black;true;4543;yellow;true;1376;black;true;2728;red;true;2208;yellow;true;1352;green;true;1424;black;true;2088;green;true;7615;yellow;false;1672;black;true;2712;yellow;true;1944;red;true;1968;yellow;true;2415;red;true;2528;black;true;2752;green;true;4720;red;true;1568;yellow;true;1383;red;true;2664;green;true;1281;black;true;1983;green;true;3728;yellow;true;2568;red;true;3488;yellow;true;1495;green;true;1984;red;true;2752;green;true;2008;yellow;true;1912;red;true;1608;green;true;2127;red;true;1937;yellow;true;4751;red;true;1624;black;true;2880;yellow;true;1384;green;true;1392;yellow;true;2128;yellow;true;1927;yellow;true;2000;red;true;3;4;5;5;3;5;4;5;5;2;6;6;5;4;3;3;5;3;5;2;5;2;4;2;4;4;4;3;4;3;4;3;3;4;4;3;4;2;5;2;4;4;5;2;5;5;4;2;5;4;4;3;359386;negative
50;M;30;4;1;1;1;3;1;1;1;3;4;1;2;1;4;1;3;4;1;3;1;30703;a;13999;a;32527;green;true;16239;red;true;12607;green;true;26495;red;true;4640;green;true;9295;yellow;true;6232;red;true;11959;yellow;true;12824;yellow;false;52741;red;false;5184;yellow;true;10271;black;true;16367;red;true;11135;yellow;true;5009;green;true;5279;black;true;8152;green;true;16215;yellow;false;5432;black;true;4271;yellow;true;5184;red;true;10296;yellow;true;4296;red;true;4487;black;true;4472;green;true;13087;red;true;12232;yellow;true;17015;red;true;6449;yellow;false;3783;black;true;9095;green;true;13432;yellow;true;5015;red;true;11624;yellow;true;3368;green;true;6431;red;true;8288;green;true;12879;yellow;true;3256;red;true;10960;green;true;16575;red;true;4264;yellow;true;22167;red;false;2952;black;true;15159;yellow;true;3008;green;true;6612;yellow;true;8567;red;false;12616;yellow;true;11511;red;true;2960;green;true;8599;red;true;3095;green;true;15856;red;true;2608;green;true;3087;red;false;13352;red;true;4184;yellow;true;5496;red;true;14607;black;true;11023;yellow;true;3576;black;true;14864;yellow;false;4231;yellow;true;2552;green;true;3112;black;true;9672;green;true;21886;yellow;false;2408;black;true;3416;yellow;true;3672;red;true;29879;yellow;true;20431;red;true;6223;black;true;7928;green;true;14511;red;true;2977;yellow;true;5343;red;true;3688;yellow;false;4008;black;true;4081;green;true;3535;yellow;true;13095;red;true;11367;yellow;true;9418;green;true;6142;red;true;4183;green;true;9216;yellow;true;6704;red;true;5743;green;true;25791;red;true;3232;yellow;true;3232;red;true;3160;black;true;14359;yellow;true;2496;green;true;2664;yellow;true;3064;red;false;7055;yellow;true;3992;red;true;5;2;5;5;4;4;4;5;4;5;3;4;3;4;4;4;4;4;4;4;4;5;5;4;5;4;4;5;5;4;4;3;4;4;3;2;4;4;4;4;4;4;5;3;4;4;4;3;4;3;4;4;28650;positive
44;M;8;1;1;2;1;3;1;1;1;2;4;1;3;1;2;1;4;4;1;3;1;45135;a;29684;a;10019;green;true;11061;red;true;6580;yellow;false;9567;yellow;false;5169;green;true;6391;red;false;6944;yellow;false;11620;yellow;true;7601;yellow;false;5433;black;true;7744;yellow;true;3719;black;true;10143;yellow;false;3609;yellow;true;6786;yellow;false;4814;black;true;6368;green;true;13753;yellow;false;4383;black;true;4145;yellow;true;6304;yellow;false;6967;yellow;true;5065;red;true;4875;black;true;6115;green;true;5497;red;true;5656;yellow;true;6802;yellow;false;7140;yellow;false;4547;black;true;7356;yellow;false;4915;yellow;true;7109;yellow;false;8362;yellow;true;2824;green;true;4985;yellow;false;4358;green;true;6409;yellow;true;7078;yellow;false;2578;green;true;8470;green;false;4279;yellow;true;1826;yellow;false;2390;black;true;11065;red;false;5232;green;true;4873;red;false;1947;red;false;3749;yellow;true;8031;red;true;6088;green;true;11801;red;true;9104;green;true;7053;red;true;6362;green;true;2711;red;false;4640;red;true;9193;yellow;true;4470;red;true;9937;black;true;6017;yellow;true;2294;black;true;7184;red;true;4096;yellow;true;6023;yellow;false;3306;black;true;11281;green;true;5886;yellow;false;1775;black;true;6559;yellow;true;5688;green;false;3825;yellow;true;9670;red;true;6422;black;true;12578;green;true;5151;red;true;12058;yellow;true;5998;red;true;6743;yellow;false;2698;black;true;7160;green;true;12901;yellow;true;5482;red;true;7576;red;false;6663;green;true;4675;red;true;5114;green;true;9309;yellow;true;6295;yellow;false;3801;green;true;3528;yellow;false;4792;yellow;true;3207;red;true;2371;black;true;7450;yellow;true;18970;green;true;5151;yellow;true;1296;red;false;3975;yellow;true;4258;red;true;4;5;6;5;3;5;2;5;2;5;3;3;5;4;4;4;2;2;4;3;4;3;3;4;5;2;3;3;2;4;5;3;3;4;4;2;3;4;5;3;2;3;5;4;5;4;5;3;3;3;2;3;917964;positive
50;M;9;2;1;1;1;4;3;1;1;3;4;2;3;2;3;1;4;4;1;3;1;29318;b;20934;b;11664;green;true;17702;red;true;12642;green;true;8047;yellow;false;5792;green;true;7935;red;false;16631;red;true;11727;yellow;true;13056;yellow;false;12167;red;false;9767;yellow;true;18855;black;true;16775;yellow;false;9503;yellow;true;7479;green;true;5416;black;true;9871;green;true;22782;red;true;3240;black;true;6207;yellow;true;8856;red;true;6663;yellow;true;4960;red;true;15551;black;true;4056;green;true;10063;red;true;4672;yellow;true;6775;red;true;4960;yellow;false;2788;black;true;5459;green;true;12800;yellow;true;5375;red;true;6640;yellow;true;3456;green;true;6879;red;true;3976;green;true;8999;yellow;true;6536;red;true;3472;red;false;5895;red;true;7960;yellow;true;4231;red;false;2113;black;true;7831;yellow;true;3352;green;true;8599;yellow;true;2992;red;false;4055;yellow;true;4112;red;true;5128;green;true;8047;red;true;2553;green;true;3983;red;true;2984;green;true;2048;red;false;4480;red;true;11647;yellow;true;27918;red;true;9335;red;false;4800;yellow;true;2264;black;true;7671;yellow;false;4480;yellow;true;2088;green;true;4624;black;true;1847;green;true;14384;red;true;2119;black;true;3408;yellow;true;4872;red;true;3215;yellow;true;3928;red;true;2912;black;true;2448;green;true;3000;red;true;5577;yellow;true;3383;red;true;12375;yellow;false;1563;black;true;4885;green;true;6432;yellow;true;2511;red;true;3592;yellow;true;1424;green;true;3432;red;true;1880;green;true;4511;yellow;true;3143;red;true;5056;green;true;5384;red;true;3119;yellow;true;3680;red;true;1640;black;true;5960;yellow;true;1999;green;true;1744;yellow;true;3056;red;false;2656;yellow;true;2648;red;true;3;2;6;4;3;3;3;5;3;2;3;4;5;2;2;5;5;4;5;4;6;4;6;4;5;5;6;6;5;3;4;4;5;4;5;3;4;3;5;3;2;3;5;3;6;4;5;4;4;5;4;4;218005;negative
35;M;11;1;2;2;2;4;1;2;2;3;3;2;4;1;3;2;3;4;2;3;2;32335;a;98869;b;16008;green;true;7287;red;true;13176;yellow;false;6056;red;true;6583;green;true;6200;red;false;5968;red;true;6104;yellow;true;4528;red;true;10383;red;false;10632;yellow;true;4336;black;true;10712;yellow;false;2776;yellow;true;3935;yellow;false;3400;black;true;2832;yellow;false;6640;yellow;false;9280;black;true;4743;red;false;3392;yellow;false;4360;yellow;true;2488;yellow;false;4912;black;true;3728;yellow;false;2944;red;true;3632;yellow;true;3056;yellow;false;4944;yellow;false;7551;red;false;4288;yellow;false;2416;yellow;true;3328;yellow;false;2304;yellow;true;2328;yellow;false;5720;yellow;false;3783;yellow;false;9984;yellow;true;2808;yellow;false;1944;green;true;4136;yellow;false;2360;yellow;true;6872;yellow;false;3007;red;false;4240;yellow;true;1640;yellow;false;2552;yellow;true;2426;red;false;2806;yellow;true;3896;yellow;false;2240;yellow;false;6080;red;true;2456;yellow;false;2351;yellow;false;1864;yellow;false;1368;red;false;4232;yellow;false;2848;yellow;true;5120;red;true;3016;red;false;2360;yellow;true;1872;red;false;2152;yellow;false;3104;yellow;true;2448;green;true;2391;black;true;1816;yellow;false;4912;yellow;false;3616;red;false;2368;yellow;true;1360;yellow;false;2824;yellow;true;5320;green;false;2848;red;false;2119;yellow;false;4208;red;true;4968;yellow;true;4225;green;false;1679;yellow;false;1712;red;false;7464;yellow;false;1256;yellow;true;3200;green;false;3369;yellow;true;1919;yellow;false;2175;yellow;false;2681;green;true;5671;yellow;true;5136;yellow;false;2736;green;true;3544;green;false;1552;yellow;true;5320;yellow;false;1711;red;false;5904;yellow;true;1384;green;true;2080;yellow;true;1768;red;false;1304;yellow;true;5856;yellow;false;2;5;1;5;3;4;4;5;4;4;4;6;5;5;5;3;5;2;5;4;4;3;3;3;3;4;4;4;4;4;2;4;4;4;2;2;3;4;4;4;4;3;5;2;5;3;3;3;4;5;4;3;737430;negative
42;M;22;3;1;1;1;3;1;1;1;2;1;1;3;1;4;1;4;4;1;4;1;16375;b;13760;b;8160;green;true;17967;red;true;8320;green;true;4192;yellow;false;5112;green;true;5847;red;false;3008;red;true;2456;yellow;true;6952;yellow;false;3984;black;true;7280;yellow;true;2727;black;true;7136;yellow;false;2320;yellow;true;4560;green;true;3200;black;true;3552;yellow;false;4088;yellow;false;2032;black;true;6791;yellow;true;4208;yellow;false;6944;green;false;8232;yellow;false;2200;black;true;5968;yellow;false;4151;red;true;3849;yellow;true;7463;yellow;false;6312;green;true;1672;black;true;7024;yellow;false;4527;yellow;true;7696;green;false;3504;yellow;true;5832;green;true;15023;yellow;false;23688;yellow;false;103740;yellow;true;4848;yellow;false;4848;green;true;11848;yellow;false;8271;yellow;true;9264;red;true;2544;black;true;4208;yellow;true;2736;green;true;5784;yellow;true;1911;red;false;10408;yellow;true;9064;yellow;false;2944;green;true;4016;red;true;4872;green;true;2415;green;false;2616;green;true;1496;red;false;1840;red;true;4408;green;false;13768;red;true;3688;red;false;19479;red;false;4520;black;true;5528;yellow;false;26271;yellow;true;3096;green;true;1248;black;true;2439;green;true;3488;yellow;false;1184;black;true;5040;yellow;true;5264;yellow;false;2944;yellow;true;4320;yellow;false;1544;black;true;3704;green;true;6071;red;true;5864;yellow;true;3376;green;false;6624;yellow;false;1496;black;true;2744;green;true;4120;yellow;true;3392;yellow;false;3583;yellow;true;2744;green;true;4136;green;false;2056;green;true;3880;yellow;true;5088;green;false;2192;green;true;1980;green;false;1932;yellow;true;2136;red;true;1760;black;true;5439;yellow;true;1872;green;true;1872;yellow;true;1824;red;false;1272;yellow;true;3176;green;false;3;4;6;5;4;6;3;3;3;3;4;5;4;3;5;4;3;5;6;4;6;1;2;2;5;4;5;2;4;5;5;5;4;3;5;5;3;4;5;2;4;3;3;6;6;6;6;1;3;3;2;4;183017;negative
34;M;14;3;1;1;1;1;2;1;1;2;2;1;2;1;3;1;3;3;1;3;1;54812;b;34281;b;19398;green;true;26246;red;true;5800;green;true;16927;red;true;7287;green;true;5776;red;false;6519;yellow;false;13711;yellow;true;7880;yellow;false;9087;black;true;5568;yellow;true;4112;black;true;7543;yellow;false;6712;yellow;true;5047;green;true;4120;black;true;4920;green;true;6983;green;false;4104;black;true;4832;yellow;true;10591;yellow;false;10527;yellow;true;8608;green;false;3328;black;true;3455;green;true;5312;yellow;false;8279;yellow;true;9432;yellow;false;6183;yellow;false;5216;black;true;3688;green;true;7247;yellow;true;5464;yellow;false;7008;yellow;true;6151;green;true;6320;yellow;false;5591;green;true;7352;yellow;true;16671;yellow;false;3024;green;true;3679;yellow;false;4464;yellow;true;4544;yellow;false;2072;black;true;3231;yellow;true;2704;green;true;5135;yellow;true;15543;yellow;true;5328;yellow;true;4143;yellow;false;3320;green;true;5624;red;true;3895;green;true;3296;yellow;false;4344;green;true;4944;yellow;true;10215;yellow;false;4512;yellow;true;4295;yellow;false;3200;black;true;3648;yellow;true;1944;black;true;3176;yellow;false;5831;yellow;true;3672;green;true;2184;black;true;2704;green;true;3735;green;false;1688;black;true;2072;yellow;true;2064;green;false;4616;yellow;true;5895;green;false;2136;black;true;1528;green;true;2328;yellow;false;3528;yellow;true;19663;green;false;3247;yellow;false;2096;black;true;1536;green;true;1616;yellow;true;4960;green;false;1383;yellow;true;2584;green;true;2224;green;false;3032;green;true;1696;yellow;true;2880;green;false;3144;green;true;9575;yellow;false;5233;yellow;true;2616;yellow;false;2335;black;true;2080;yellow;true;2088;green;true;3624;yellow;true;16495;yellow;true;5383;yellow;true;10648;green;false;4;2;4;3;3;3;4;4;3;3;3;4;6;4;3;4;2;4;3;4;5;4;2;4;5;4;3;4;4;4;3;4;4;4;3;2;3;3;5;5;3;5;4;2;4;4;4;4;4;4;4;3;221508;negative
28;F;6;1;1;5;1;3;1;2;1;5;2;1;4;1;5;1;5;5;1;5;1;29030;b;24039;a;8208;green;true;7903;red;true;5791;yellow;false;7640;yellow;false;3840;green;true;4576;red;false;6631;yellow;false;5208;yellow;true;4928;red;true;20143;red;false;3152;yellow;true;3599;black;true;6816;yellow;false;3885;yellow;true;5879;yellow;false;3344;black;true;5816;green;true;5480;yellow;false;2695;black;true;3232;yellow;true;5640;green;false;3304;yellow;true;3256;green;false;6032;black;true;5887;yellow;false;3464;red;true;4408;yellow;true;11416;green;false;3808;yellow;false;2431;black;true;3344;yellow;false;3416;yellow;true;4415;green;false;5344;yellow;true;4776;yellow;false;4616;yellow;false;5239;yellow;false;3160;yellow;true;2280;green;false;18303;green;true;5776;yellow;false;1256;yellow;true;3648;yellow;false;2672;black;true;2552;yellow;true;4127;green;true;2112;yellow;true;2424;red;false;2464;yellow;true;3464;green;false;2568;green;true;27599;yellow;false;3439;green;true;2784;green;false;3920;green;true;2296;red;false;3280;yellow;false;8735;yellow;true;3241;red;true;5463;red;false;2928;yellow;true;2208;black;true;2544;yellow;false;3015;yellow;true;3104;yellow;false;1904;black;true;2608;yellow;false;4088;green;false;1264;black;true;2024;yellow;true;2576;yellow;false;2176;yellow;true;3711;green;false;7952;black;true;3464;green;true;2136;red;true;2680;yellow;true;2695;yellow;false;2992;yellow;false;1800;black;true;1744;green;true;2376;yellow;true;3336;green;false;2088;yellow;true;3272;green;true;3519;yellow;false;2912;green;true;2216;yellow;true;2600;yellow;false;2352;green;true;1816;yellow;false;2664;yellow;true;3048;red;true;1824;black;true;2399;yellow;true;4792;yellow;false;1944;yellow;true;2352;red;false;2088;yellow;true;2504;yellow;false;3;4;4;4;2;3;4;2;3;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;6;5;5;5;6;4;5;4;5;6;5;5;6;5;4;4;5;5;2;6;5;5;4;4;4;4;3;622446;positive
30;M;6;1;1;1;1;2;1;1;1;2;2;1;3;1;2;1;2;3;1;2;1;37198;a;36303;a;9768;green;true;5791;red;true;2928;yellow;false;2744;yellow;false;1984;yellow;false;2672;red;false;2000;red;true;5200;yellow;true;3752;red;true;5415;black;true;2466;yellow;true;2038;black;true;3064;red;true;1888;yellow;true;1800;yellow;false;3728;black;true;1704;yellow;false;2512;yellow;false;2600;black;true;2519;yellow;true;1688;yellow;false;3952;yellow;true;1144;yellow;false;3368;black;true;2792;yellow;false;1968;red;true;1640;yellow;true;1568;yellow;false;3336;yellow;false;2336;black;true;3072;yellow;false;1760;yellow;true;1575;yellow;false;2920;yellow;true;1176;yellow;false;2217;yellow;false;1895;yellow;false;5025;yellow;true;2023;yellow;false;1768;yellow;false;2272;yellow;false;3128;yellow;true;3016;red;false;2575;black;true;2280;yellow;true;872;yellow;false;1448;yellow;true;2160;red;false;1440;yellow;true;1400;yellow;false;1696;yellow;false;2288;red;true;1136;yellow;false;1248;yellow;false;1272;yellow;false;1272;red;false;2496;red;true;1352;yellow;true;2688;red;true;12111;black;true;1736;yellow;true;1440;black;true;1928;red;true;1288;yellow;true;1424;yellow;false;2408;black;true;1400;yellow;false;1105;yellow;false;2799;black;true;1680;yellow;true;1016;yellow;false;1024;yellow;true;952;yellow;false;1863;red;false;2112;yellow;false;2616;red;true;1416;yellow;true;944;yellow;false;1057;yellow;false;1991;black;true;1112;yellow;false;1392;yellow;true;1880;yellow;false;1760;yellow;true;1088;yellow;false;1409;yellow;false;919;yellow;false;2528;yellow;true;1008;yellow;false;704;yellow;false;888;yellow;false;1208;yellow;true;1647;red;true;1552;black;true;3928;yellow;true;2192;yellow;false;1032;yellow;true;1176;red;false;1568;yellow;true;792;yellow;false;4;4;6;6;3;4;4;4;4;4;3;4;4;4;4;4;3;4;4;4;4;4;3;4;4;4;4;4;4;4;3;4;4;4;3;3;4;3;4;3;4;4;4;3;4;4;4;3;4;4;3;3;159874;negative
27;M;5;4;1;3;2;3;1;1;1;4;4;1;4;1;3;1;4;4;1;4;1;28206;a;19608;a;4255;green;true;2320;red;true;1032;green;true;920;red;true;1056;green;true;5200;yellow;true;2128;red;true;1024;yellow;true;3176;yellow;false;5399;black;true;5800;yellow;true;1112;black;true;5680;yellow;false;2208;yellow;true;1248;green;true;1272;black;true;1143;green;true;2336;yellow;false;1120;black;true;1272;yellow;true;1448;red;true;1712;yellow;true;2680;red;true;2808;black;true;1064;green;true;1216;red;true;1096;yellow;true;1000;red;true;1544;yellow;false;947;black;true;885;green;true;2319;yellow;true;920;red;true;848;yellow;true;792;green;true;824;red;true;808;green;true;1144;yellow;true;1032;red;true;1008;green;true;928;red;true;1064;yellow;true;1528;red;true;1208;black;true;2168;yellow;true;3752;green;true;4575;yellow;true;4976;yellow;true;1952;yellow;true;880;red;true;896;green;true;2152;red;true;1112;green;true;1272;red;true;824;green;true;1384;yellow;true;1688;red;true;3855;yellow;true;1882;yellow;false;1616;black;true;3496;yellow;true;1231;black;true;1208;yellow;false;992;yellow;true;816;green;true;1576;black;true;2624;green;true;1000;yellow;false;904;black;true;824;yellow;true;1632;red;true;848;yellow;true;784;red;true;1088;black;true;1400;green;true;1160;red;true;832;yellow;true;1080;red;true;1000;yellow;false;952;black;true;896;green;true;1368;yellow;true;728;red;true;752;yellow;true;960;green;true;936;red;true;896;green;true;872;yellow;true;848;red;true;740;green;true;804;red;true;888;yellow;true;1144;red;true;1040;black;true;832;yellow;true;824;green;true;4424;yellow;true;1232;yellow;true;1440;yellow;true;872;red;true;3;4;4;2;3;5;4;5;2;4;4;2;5;3;3;5;4;2;3;3;3;2;4;2;4;4;4;4;5;3;3;4;3;3;3;4;5;4;4;5;4;3;4;2;4;4;3;3;4;3;2;3;557723;negative
44;M;20;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;2;5;1;4;1;102483;b;75837;b;24384;green;true;34878;yellow;false;9951;green;true;15504;yellow;false;6680;green;true;10599;red;false;18823;red;true;17680;green;false;32207;green;false;56077;red;false;8256;green;false;6784;black;true;10703;green;false;5264;green;false;31327;green;true;13175;black;true;8672;yellow;false;29463;green;false;4880;black;true;13607;yellow;true;4136;yellow;false;6552;yellow;true;5600;yellow;false;5744;black;true;11503;yellow;false;13328;red;true;6671;yellow;true;23591;red;true;9848;yellow;false;3504;black;true;14791;yellow;false;9280;yellow;true;5848;yellow;false;3863;yellow;true;36871;green;true;4640;yellow;false;2176;green;true;2728;green;false;6392;yellow;false;1575;green;true;1680;yellow;false;1360;yellow;true;4936;yellow;false;1872;black;true;1424;yellow;true;4216;green;true;2376;green;false;760;green;false;912;green;false;5991;red;true;3880;green;true;19504;red;true;8815;yellow;false;20015;red;true;2912;green;true;16704;red;false;3168;red;true;6143;green;false;3328;red;true;3992;red;false;2328;red;false;2424;black;true;24959;red;true;8562;yellow;true;4311;green;true;3544;black;true;7080;green;true;6240;green;false;1495;black;true;5152;green;false;25591;yellow;false;15272;yellow;true;1912;yellow;false;2320;black;true;59246;green;true;6423;red;true;2664;green;false;2312;red;true;54174;green;true;17071;black;true;5064;green;true;3544;green;false;6080;yellow;false;2640;green;false;3527;green;true;25256;red;true;8359;green;true;2272;green;false;3136;yellow;false;1320;green;true;5552;yellow;false;1608;green;false;1600;yellow;false;3519;black;true;1336;green;false;2384;green;true;1856;green;false;2256;red;false;3744;green;false;15303;yellow;false;1;3;5;1;2;4;1;4;3;2;4;4;6;3;4;4;3;3;3;4;3;4;2;6;3;4;4;4;5;6;4;5;5;2;1;2;2;4;5;5;2;5;5;2;2;5;5;5;5;5;5;2;449237;negative
